id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,year,month,result_clean,toss_won_match,bat_first_team,bat_first_won
103,IPL-2008,Kolkata,2008-05-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,1,Chennai Super Kings,3,0,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,,2008,5,normal,0,Kolkata Knight Riders,0
104,IPL-2008,Bangalore,2008-05-19,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,,2008,5,normal,1,Royal Challengers Bangalore,0
105,IPL-2008,Kolkata,2008-05-20,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,,2008,5,normal,1,Kolkata Knight Riders,0
106,IPL-2008,Mumbai,2008-05-21,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,1,0,SE Marsh,Wankhede Stadium,BF Bowden,GA Pratapkumar,,2008,5,normal,0,Punjab Kings,1
107,IPL-2008,Chennai,2008-05-21,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,14,0,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,,2008,5,normal,1,Royal Challengers Bangalore,1
108,IPL-2008,Chandigarh,2008-05-23,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,,2008,5,normal,1,Sunrisers Hyderabad,0
109,IPL-2008,Delhi,2008-05-24,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,KD Karthik,Feroz Shah Kotla,BF Bowden,K Hariharan,,2008,5,normal,1,Mumbai Indians,0
110,IPL-2008,Chennai,2008-05-24,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,10,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",DJ Harper,SL Shastri,,2008,5,normal,1,Rajasthan Royals,1
111,IPL-2008,Bangalore,2008-03-05,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,3,0,P Kumar,M Chinnaswamy Stadium,BR Doctrove,SL Shastri,,2008,3,normal,0,Royal Challengers Bangalore,1
112,IPL-2008,Kolkata,2008-05-25,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Kolkata Knight Riders,0,3,Umar Gul,Eden Gardens,SJ Davis,I Shivram,,2008,5,normal,0,Punjab Kings,0
113,IPL-2008,Jaipur,2008-05-26,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,,2008,5,normal,1,Mumbai Indians,0
114,IPL-2008,Hyderabad,2008-05-27,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,,2008,5,normal,0,Sunrisers Hyderabad,0
115,IPL-2008,Mumbai,2008-05-30,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,105,0,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,,2008,5,normal,0,Rajasthan Royals,1
116,IPL-2008,Mumbai,2008-05-31,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,normal,0,Chennai Super Kings,0,9,M Ntini,Wankhede Stadium,Asad Rauf,DJ Harper,,2008,5,normal,0,Punjab Kings,0
117,IPL-2008,Mumbai,2008-01-06,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,,2008,1,normal,1,Chennai Super Kings,0
118,IPL-2009,Cape Town,2009-04-18,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,19,0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,,2009,4,normal,0,Mumbai Indians,1
119,IPL-2009,Cape Town,2009-04-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,75,0,R Dravid,Newlands,BR Doctrove,RB Tiffin,,2009,4,normal,1,Royal Challengers Bangalore,1
120,IPL-2009,Cape Town,2009-04-19,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0,10,DL Vettori,Newlands,MR Benson,SD Ranade,,2009,4,normal,1,Punjab Kings,0
121,IPL-2009,Cape Town,2009-04-19,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0,8,RP Singh,Newlands,MR Benson,BR Doctrove,,2009,4,normal,0,Kolkata Knight Riders,0
122,IPL-2009,Port Elizabeth,2009-04-20,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,92,0,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,,2009,4,normal,1,Chennai Super Kings,1
123,IPL-2009,Durban,2009-04-21,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,11,0,CH Gayle,Kingsmead,DJ Harper,SD Ranade,,2009,4,normal,1,Punjab Kings,0
124,IPL-2009,Cape Town,2009-04-22,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,24,0,AC Gilchrist,Newlands,M Erasmus,AM Saheba,,2009,4,normal,1,Sunrisers Hyderabad,1
125,IPL-2009,Durban,2009-04-23,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Delhi Capitals,9,0,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,,2009,4,normal,1,Delhi Capitals,1
127,IPL-2009,Durban,2009-04-24,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,0,7,RS Bopara,Kingsmead,BR Doctrove,TH Wijewardene,,2009,4,normal,0,Royal Challengers Bangalore,0
128,IPL-2009,Durban,2009-04-25,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,12,0,PP Ojha,Kingsmead,HDPK Dharmasena,SJA Taufel,,2009,4,normal,1,Sunrisers Hyderabad,1
129,IPL-2009,Port Elizabeth,2009-04-26,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Delhi Capitals,0,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,,2009,4,normal,0,Royal Challengers Bangalore,0
130,IPL-2009,Cape Town,2009-04-26,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Punjab Kings,27,0,KC Sangakkara,Newlands,M Erasmus,K Hariharan,,2009,4,normal,1,Punjab Kings,1
131,IPL-2009,Durban,2009-04-27,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,,2009,4,normal,1,Chennai Super Kings,0
132,IPL-2009,Port Elizabeth,2009-04-27,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,,2009,4,normal,1,Mumbai Indians,1
133,IPL-2009,Centurion,2009-04-28,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Rajasthan Royals,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,,2009,4,normal,0,Delhi Capitals,0
134,IPL-2009,Durban,2009-04-29,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,,2009,4,normal,0,Kolkata Knight Riders,0
135,IPL-2009,Durban,2009-04-29,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,0,Punjab Kings,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,,2009,4,normal,1,Punjab Kings,1
136,IPL-2009,Centurion,2009-04-30,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,,2009,4,normal,1,Sunrisers Hyderabad,0
137,IPL-2009,Centurion,2009-04-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,38,0,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,,2009,4,normal,0,Chennai Super Kings,1
138,IPL-2009,East London,2009-01-05,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,9,0,JP Duminy,Buffalo Park,M Erasmus,SK Tarapore,,2009,1,normal,1,Mumbai Indians,1
139,IPL-2009,Durban,2009-01-05,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,8,0,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,,2009,1,normal,1,Royal Challengers Bangalore,1
140,IPL-2009,Port Elizabeth,2009-02-05,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,3,YK Pathan,St George's Park,S Asnani,BG Jerling,,2009,2,normal,0,Sunrisers Hyderabad,0
141,IPL-2009,Johannesburg,2009-02-05,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,18,0,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,,2009,2,normal,0,Chennai Super Kings,1
142,IPL-2009,Port Elizabeth,2009-03-05,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Punjab Kings,0,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,,2009,3,normal,0,Kolkata Knight Riders,0
143,IPL-2009,Johannesburg,2009-03-05,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,,2009,3,normal,0,Mumbai Indians,0
144,IPL-2009,East London,2009-04-05,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,78,0,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,,2009,4,normal,1,Chennai Super Kings,1
145,IPL-2009,Durban,2009-05-05,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,0,Rajasthan Royals,78,0,GC Smith,Kingsmead,SS Hazare,IL Howell,,2009,5,normal,0,Rajasthan Royals,1
146,IPL-2009,Durban,2009-05-05,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Delhi Capitals,0,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,,2009,5,normal,0,Kolkata Knight Riders,0
147,IPL-2009,Centurion,2009-06-05,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,19,0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,,2009,6,normal,1,Sunrisers Hyderabad,1
148,IPL-2009,Centurion,2009-07-05,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,,2009,7,normal,1,Royal Challengers Bangalore,0
149,IPL-2009,Centurion,2009-07-05,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,1,Chennai Super Kings,12,0,ML Hayden,SuperSport Park,DJ Harper,TH Wijewardene,,2009,7,normal,1,Chennai Super Kings,1
150,IPL-2009,East London,2009-08-05,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,0,7,A Nehra,Buffalo Park,M Erasmus,SK Tarapore,,2009,8,normal,0,Mumbai Indians,0
151,IPL-2009,Kimberley,2009-09-05,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,3,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba,,2009,9,normal,1,Sunrisers Hyderabad,0
152,IPL-2009,Kimberley,2009-09-05,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,7,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,,2009,9,normal,0,Rajasthan Royals,0
153,IPL-2009,Port Elizabeth,2009-10-05,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,16,0,JP Duminy,St George's Park,BR Doctrove,BG Jerling,,2009,10,normal,1,Mumbai Indians,1
